Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Product_Category,Profit,Quantity,Mode_of_Sale,Mode_of_Payment
Kigali,2021-07-02,123655.3,1,14.4,4.84,91.55,4.9,Groceries,100.24,8,In-Store,Card Payment
Francistown,2022-08-27,70402.95,0,36.3,,142.82,24.7,Beverages,,,In-Store,Cash
Kafue,2024-11-07,28492.18,0,33.5,1.56,112.4,4.0,Furniture,,2,In-Store,
Mutare,2023-04-10,143707.96,unknown,18.4,4.5,171.27,19.9,Clothing,,4,In-Store,
Livingstone,2024-03-02,1267.28,1,23.7,3.79,155.71,4.5,nan,,,In-Store,Mobile Transfer
Gaborone,2024-05-23,45623.71,1,17.1,,91.8,17.6,Furniture,,4,In-Store,Mobile Transfer
Maseru,2024-03-04,,1,27.9,2.69,184.57,9.9,Groceries,,2,Online,
Nampula,2021-03-26,96274.14,0,20.7,3.05,158.27,11.0,Groceries,-195.55,5,nan,Card Payment
Lusaka,2021-06-28,148928.02,1,13.7,4.31,110.3,4.3,Groceries,158.57,8,In-Store,Cash
Mbeya,2023-11-18,126528.96,0,36.2,2.9,194.21,8.2,Clothing,390.13,7,In-Store,Mobile Transfer
Kitwe,2020-10-25,101708.81,0,13.4,2.96,119.54,23.2,nan,23.8,7,Online,Mobile Transfer
Kabwe,2025-01-26,113361.6,0,34.6,1.28,196.03,2.8,Beverages,207.77,9,In-Store,Card Payment
Harare,2021-08-03,24475.86,0,16.6,3.25,176.42,7.9,Clothing,,,In-Store,Mobile Transfer
Chipata,2022-09-07,97548.6,1,23.3,2.66,191.22,7.9,Clothing,725.64,4,In-Store,Card Payment
Gweru,2022-06-19,131274.67,0,28.4,4.31,104.51,23.5,Furniture,657.21,10,Online,Mobile Transfer
Nairobi,2021-09-30,75463.44,1,18.4,2.9,179.05,4.7,nan,603.39,9,In-Store,Card Payment
Kitwe,2022-05-23,71853.42,1,11.0,4.24,119.19,unknown,Clothing,-306.53,1,In-Store,Mobile Transfer
Lusaka,2020-09-06,2656.35,1,28.4,4.84,170.21,21.0,Furniture,-132.88,6,In-Store,
Kisumu,2021-09-30,79441.4,1,30.3,4.15,170.61,22.7,nan,-278.35,3,nan,Card Payment
Mutare,2024-01-31,199919.57,0,14.5,3.79,85.46,23.4,Beverages,-373.44,,Online,Mobile Transfer
Dodoma,2021-04-15,9176.51,0,12.7,1.3,120.89,,nan,-6.34,7,In-Store,Cash
Bujumbura,2021-03-08,95599.93,1,33.6,1.95,156.75,3.5,Clothing,-110.96,1,In-Store,Card Payment
Kigali,2022-09-12,58465.38,0,34.1,2.02,183.52,18.9,Beverages,949.99,6,In-Store,Mobile Transfer
Francistown,2023-06-15,189417.74,0,19.6,2.35,135.43,21.3,Groceries,891.77,8,In-Store,Mobile Transfer
Dodoma,2022-12-18,74858.85,1,23.0,4.59,182.69,12.0,Furniture,-97.32,5,In-Store,Card Payment
Kampala,2023-07-17,91471.12,0,23.2,1.54,156.66,2.6,Clothing,-168.87,,In-Store,Card Payment
Lindi,2020-12-28,157813.75,1,37.4,2.18,104.82,19.4,Beverages,-210.21,7,In-Store,Card Payment
Kafue,2025-05-18,136128.12,0,28.2,2.5,112.33,5.0,Groceries,140.1,,In-Store,Mobile Transfer
Kampala,2024-08-21,135297.74,1,39.3,1.23,137.76,24.1,Furniture,88.37,7,In-Store,Mobile Transfer
Lindi,2022-05-05,168717.05,1,12.1,3.04,117.85,7.2,Beverages,,3,In-Store,Cash
Zanzibar,2024-04-14,162817.71,1,29.7,1.27,92.43,,nan,635.74,6,In-Store,
Malindi,2022-09-13,125246.02,1,27.5,1.1,85.69,12.6,Beverages,1296.06,,In-Store,Mobile Transfer
Kisumu,2025-02-13,147433.52,1,18.9,4.86,154.76,12.3,Furniture,577.71,2,Online,Card Payment
Windhoek,2023-02-21,159945.91,0,17.9,2.54,181.65,24.6,Beverages,-372.38,9,In-Store,Card Payment
Malindi,2022-02-26,81033.65,1,30.7,unknown,173.54,3.8,Clothing,699.1,,Online,Mobile Transfer
Lubango,2022-09-05,167936.07,0,34.1,1.12,88.46,6.8,Furniture,469.91,3,In-Store,Card Payment
Mutare,2024-08-24,149662.24,1,31.9,1.52,94.78,15.4,Beverages,1313.86,10,In-Store,Cash
Zanzibar,2022-03-23,121749.03,0,17.5,4.6,84.22,,Electronics,226.44,2,Online,Card Payment
Zanzibar,2024-04-20,67373.78,1,26.9,3.85,166.04,6.7,nan,1003.96,3,nan,Mobile Transfer
Malindi,2021-10-19,9788.73,0,23.5,2.52,125.69,22.5,Electronics,-423.12,,In-Store,Cash
Beira,2021-08-23,79901.11,0,33.6,2.44,100.29,8.5,Groceries,942.99,3,In-Store,Card Payment
Kitwe,2024-02-20,57935.47,0,33.8,4.65,,18.5,Clothing,-416.95,1,In-Store,Card Payment
,2022-12-12,179731.06,0,34.2,4.97,106.99,5.2,Groceries,,4,In-Store,Card Payment
Maputo,2023-04-21,58828.47,0,25.8,unknown,136.78,6.8,Clothing,1396.17,7,In-Store,Card Payment
unknown,2023-11-24,93520.97,1,38.0,3.7,185.04,18.3,Groceries,906.41,,In-Store,Card Payment
Harare,2022-03-27,,1,,4.15,,24.7,Electronics,1350.05,10,In-Store,Card Payment
Malindi,2023-03-26,110012.05,1,12.1,3.99,134.84,10.4,Beverages,491.71,3,In-Store,Mobile Transfer
Maputo,2022-04-08,unknown,0,30.2,2.3,128.54,15.7,Groceries,712.43,1,In-Store,Card Payment
Chimoio,2022-03-16,unknown,0,11.7,3.95,198.74,12.7,Furniture,,8,In-Store,Mobile Transfer
Manzini,,168489.93,0,39.9,3.84,104.82,20.0,Groceries,457.73,2,In-Store,Cash
Tanga,2020-08-25,1941.76,0,31.6,,,19.6,nan,656.46,5,In-Store,
Kabwe,2025-01-30,199218.85,0,,2.55,193.66,11.5,nan,-422.2,3,In-Store,Mobile Transfer
Bulawayo,2021-04-27,99296.1,1,13.2,2.22,179.98,17.0,Electronics,,4,In-Store,Card Payment
Beira,unknown,62906.22,0,33.5,1.67,108.41,16.6,Beverages,-70.76,3,In-Store,Card Payment
Tete,2024-09-06,144493.4,0,29.3,4.48,127.34,9.3,Furniture,265.7,3,nan,Card Payment
Gaborone,2024-04-02,7873.73,0,22.3,2.43,160.05,24.2,Electronics,369.11,3,In-Store,Cash
Maseru,2023-09-22,165194.33,1,33.6,3.54,147.48,16.1,Clothing,979.44,10,Online,Card Payment
Mbabane,2023-12-03,97570.06,1,29.8,2.39,106.92,24.3,Beverages,-168.92,8,In-Store,Mobile Transfer
Mutare,2025-06-15,117103.34,1,27.2,3.54,190.72,11.1,Electronics,639.78,1,In-Store,Card Payment
Ndola,2023-10-21,155185.19,1,31.1,3.93,95.38,19.6,nan,44.58,2,Online,Card Payment
Lubango,2024-11-22,44622.38,0,12.1,3.57,unknown,16.1,nan,531.31,2,In-Store,Card Payment
Blantyre,2023-01-22,86221.02,1,18.2,1.05,174.63,22.0,Clothing,753.23,9,In-Store,
Tete,2023-08-12,24271.3,0,33.1,3.32,141.72,16.8,Furniture,664.9,7,In-Store,Mobile Transfer
Mutare,2021-07-22,94047.15,0,,1.96,146.85,15.2,Furniture,-69.24,10,In-Store,Cash
Lubango,2024-02-05,37817.49,1,10.5,3.46,173.18,22.0,nan,918.91,7,In-Store,Cash
Juba,2023-04-03,143882.04,1,11.9,1.39,162.42,12.9,Beverages,,8,In-Store,Mobile Transfer
Nakuru,2022-03-27,27558.35,1,36.7,3.21,162.03,16.8,Furniture,1364.01,,In-Store,
Maputo,2023-08-29,34882.97,0,31.1,3.32,80.49,6.4,Furniture,768.3,,nan,Card Payment
Chimoio,2025-06-17,135748.46,1,34.3,3.36,142.55,4.2,Electronics,,1,Online,Mobile Transfer
Bujumbura,2022-05-09,,1,34.5,3.33,165.02,3.1,nan,1122.06,,In-Store,Mobile Transfer
Gaborone,2024-10-03,45549.2,1,33.4,4.77,176.03,22.9,Groceries,-287.99,3,In-Store,
Francistown,2022-10-12,90573.98,0,38.1,4.78,111.31,2.4,Groceries,892.67,2,In-Store,Cash
Francistown,2024-07-09,110485.75,0,19.8,4.54,139.14,15.4,Electronics,137.16,3,In-Store,Mobile Transfer
Tete,2024-10-27,180611.51,1,12.4,,162.15,6.4,Groceries,1146.3,4,In-Store,Card Payment
Manzini,2025-02-28,1557.31,0,23.8,4.51,107.83,5.4,Furniture,460.36,5,In-Store,Mobile Transfer
Kabwe,2021-01-08,176228.34,0,28.3,4.66,148.83,21.1,Groceries,661.23,10,In-Store,Card Payment
Arusha,2021-12-20,57527.71,0,19.9,3.19,164.94,18.5,Electronics,20.68,10,In-Store,Cash
Zanzibar,2022-11-17,15468.54,1,25.4,3.21,136.97,4.6,Clothing,,,Online,Mobile Transfer
Asmara,2025-02-04,64005.26,1,22.3,4.76,177.74,13.6,Clothing,-428.7,8,In-Store,
Manzini,2021-04-07,162488.6,1,28.9,,194.16,21.2,Electronics,997.15,6,Online,Mobile Transfer
Mutare,2022-01-12,39839.91,1,36.0,4.06,179.02,5.3,nan,-173.41,7,In-Store,Card Payment
Dodoma,2024-11-23,69180.97,0,33.6,3.69,183.88,6.9,Furniture,-44.85,4,Online,Card Payment
Lubango,2024-12-17,6568.16,0,34.7,3.73,95.87,16.0,Groceries,-498.18,7,Online,Card Payment
Harare,,80819.78,0,10.7,2.76,171.08,22.3,Electronics,126.35,,In-Store,Card Payment
Kampala,2025-02-26,120596.73,1,26.1,1.16,131.79,11.8,nan,276.5,2,In-Store,Cash
Kabwe,2023-01-05,11366.96,1,30.6,2.59,157.68,17.0,Electronics,-32.0,9,In-Store,Card Payment
Morogoro,2022-07-18,158418.2,unknown,30.2,3.87,120.9,,Electronics,-39.58,2,nan,Mobile Transfer
Tanga,2024-02-17,62881.94,0,27.7,4.55,102.0,5.2,nan,,2,In-Store,Cash
Dar_es_Salaam,2023-02-05,63112.12,0,32.0,2.69,142.14,22.3,Groceries,152.91,3,In-Store,Cash
Lilongwe,2021-06-08,75996.85,1,16.0,1.92,129.66,20.2,Beverages,944.56,4,In-Store,Cash
Gweru,2024-10-13,,0,25.4,4.83,148.77,16.5,Clothing,-25.24,7,In-Store,
,2025-07-14,73872.33,1,15.4,1.25,134.39,23.3,nan,1118.08,5,In-Store,Card Payment
Mombasa,2025-07-17,31971.55,1,22.3,2.9,182.39,4.7,Groceries,855.48,,In-Store,Card Payment
Maseru,2023-04-09,88402.59,0,18.8,2.43,151.69,7.2,nan,1012.41,1,Online,Mobile Transfer
Beira,2024-05-02,57779.29,1,35.5,1.08,103.49,18.1,Beverages,379.07,,In-Store,Mobile Transfer
Mbabane,2023-02-02,136868.45,1,34.8,2.58,137.7,5.2,Clothing,1259.13,2,Online,Card Payment
Bulawayo,2023-04-09,unknown,1,27.8,4.26,112.21,23.5,Beverages,248.02,,In-Store,Mobile Transfer
Kisumu,2021-11-02,170787.65,0,35.2,3.09,116.64,,nan,701.79,2,In-Store,
Gweru,2024-01-16,22796.88,0,10.2,2.52,142.22,15.6,Groceries,780.14,4,In-Store,Cash
Maseru,2023-06-19,175027.24,1,11.5,2.23,103.78,2.0,nan,,5,Online,Card Payment
Tanga,2021-10-08,148147.29,1,39.4,1.43,109.8,6.8,Electronics,-230.95,8,In-Store,Cash
Chipata,2020-11-28,114447.72,0,21.2,4.81,127.55,3.3,Groceries,-228.79,5,In-Store,Mobile Transfer
Kafue,2024-03-08,160484.71,0,22.8,3.81,85.01,23.3,Groceries,424.1,2,In-Store,Mobile Transfer
Manzini,2022-12-26,38405.62,0,39.2,1.43,163.34,15.4,nan,1335.75,10,In-Store,Cash
Chipata,2020-08-17,,0,22.8,4.08,103.46,20.4,nan,-456.63,8,Online,Card Payment
Gaborone,2022-07-12,97518.24,0,36.6,4.1,170.01,2.2,nan,52.55,8,In-Store,Card Payment
Tanga,2021-12-21,31985.93,0,28.9,unknown,166.88,17.9,Electronics,67.17,10,Online,Card Payment
Maseru,2024-03-02,170535.66,1,16.6,4.51,96.41,20.4,nan,109.91,1,In-Store,Cash
Mombasa,2021-02-27,8648.42,0,18.7,4.66,80.14,22.8,Electronics,-450.59,9,In-Store,Mobile Transfer
Kabwe,2023-04-20,,1,39.9,4.86,151.12,6.3,Groceries,1151.21,8,In-Store,Card Payment
Kitwe,2022-09-13,61327.37,1,37.7,3.2,149.26,16.3,Electronics,-482.18,1,In-Store,Card Payment
Mbabane,2020-10-03,68162.67,1,28.7,2.17,90.88,7.9,nan,455.41,9,nan,Card Payment
Harare,2020-12-12,189168.29,1,36.5,4.54,134.67,8.4,Furniture,-387.28,9,In-Store,Mobile Transfer
Kabwe,2025-01-05,119399.88,1,10.4,2.52,196.77,18.6,Clothing,1097.29,8,In-Store,Card Payment
Tanga,2021-01-04,45050.96,0,29.3,1.92,183.64,15.6,Furniture,993.17,10,In-Store,Mobile Transfer
Harare,2020-10-27,83444.25,0,21.1,3.69,148.93,7.0,Electronics,943.06,7,In-Store,Card Payment
Asmara,2023-06-01,97517.5,0,17.2,1.34,104.91,22.7,Groceries,972.53,6,In-Store,Mobile Transfer
Maputo,,86126.51,1,10.7,4.83,114.33,unknown,Clothing,1380.48,5,Online,Mobile Transfer
Arusha,2022-07-07,40059.58,0,18.5,4.14,113.53,16.8,Groceries,333.62,,Online,Card Payment
Nakuru,2025-05-01,15167.63,1,31.8,3.1,109.01,17.9,Clothing,,1,nan,Card Payment
Harare,2023-04-02,37096.21,1,39.8,1.87,,23.6,Beverages,-131.54,1,nan,Card Payment
Kafue,2022-03-29,23948.05,1,26.0,1.93,166.75,8.4,Clothing,402.53,9,In-Store,Mobile Transfer
Blantyre,2023-06-18,83553.03,1,30.0,1.7,157.58,8.4,Furniture,-482.18,6,In-Store,Mobile Transfer
Bulawayo,2023-11-18,155164.51,1,21.6,1.49,,19.7,Beverages,68.28,3,Online,Mobile Transfer
Kafue,2024-02-16,122934.48,1,10.7,2.24,187.31,8.7,Furniture,416.32,9,nan,Cash
Maseru,2022-04-26,29059.14,unknown,,4.76,126.42,18.9,Groceries,1318.58,3,In-Store,Mobile Transfer
Lilongwe,2020-07-25,178105.67,0,15.4,,149.23,10.5,Electronics,133.9,9,nan,Card Payment
Kafue,2022-11-18,unknown,0,38.6,1.61,159.52,18.8,Electronics,844.82,5,In-Store,Mobile Transfer
Mombasa,2023-10-05,34492.95,1,11.7,2.13,,19.9,Electronics,1167.93,1,In-Store,Card Payment
Lubango,2024-07-07,80064.75,0,20.9,1.2,118.28,15.4,Furniture,153.06,5,In-Store,Cash
Tete,2024-01-01,22527.81,1,11.8,1.99,100.47,13.1,Furniture,-161.54,10,Online,Card Payment
,2025-03-29,153862.72,0,29.0,2.47,94.2,22.9,Clothing,682.39,2,Online,Card Payment
Nampula,2024-12-30,141623.72,0,21.9,1.35,109.86,8.2,Beverages,68.77,2,nan,Card Payment
Gaborone,2024-07-15,190372.47,0,15.3,2.32,167.87,19.6,Groceries,804.9,1,Online,Mobile Transfer
Lindi,2021-04-30,81300.49,1,15.0,2.33,171.98,23.9,Electronics,-230.6,10,In-Store,
Kisumu,2023-05-21,52167.48,0,33.3,4.16,148.46,4.9,Beverages,-196.81,4,In-Store,Mobile Transfer
Bulawayo,2021-09-25,94345.71,0,26.4,1.72,130.01,3.3,Beverages,851.85,4,In-Store,Mobile Transfer
Lindi,2021-06-19,68607.57,0,16.3,1.49,121.79,16.4,Electronics,1447.12,5,In-Store,Card Payment
Beira,2020-09-22,32291.43,0,30.1,2.66,107.49,2.9,Beverages,-6.21,4,nan,Mobile Transfer
Beira,2022-08-27,58149.94,0,18.3,1.63,82.56,17.7,Beverages,927.83,2,In-Store,Card Payment
Chipata,2023-07-01,88812.81,0,,3.99,176.06,14.3,Electronics,564.08,5,nan,Cash
Dodoma,2022-05-13,198900.34,1,31.9,4.39,188.26,15.1,nan,1187.68,8,Online,Mobile Transfer
Ndola,2022-03-13,,0,23.5,3.86,188.08,16.5,Groceries,,6,nan,Cash
Dodoma,2024-04-24,73901.81,0,14.6,unknown,109.53,8.4,Electronics,,5,Online,Card Payment
Maputo,,138359.53,0,18.7,2.82,138.68,3.8,Beverages,,7,In-Store,Cash
Bulawayo,2022-10-04,158259.34,1,12.3,1.06,106.25,14.4,nan,1469.3,1,In-Store,Card Payment
Harare,2022-01-08,,1,17.3,4.89,119.44,23.5,Clothing,1192.47,6,In-Store,Cash
Kigali,unknown,86526.27,0,14.4,1.61,119.96,13.9,Furniture,,2,In-Store,Mobile Transfer
Mbabane,2022-05-27,124176.96,1,11.1,4.61,174.9,23.1,Groceries,1184.81,5,In-Store,Card Payment
Nairobi,2021-05-25,,0,11.5,2.93,91.8,10.0,Electronics,1223.73,10,In-Store,Mobile Transfer
Bujumbura,2021-03-22,104161.71,1,21.0,1.15,159.52,7.6,Clothing,1130.31,4,In-Store,Cash
Nakuru,,97721.94,1,15.7,1.64,151.79,15.2,Beverages,1299.03,7,In-Store,Cash
Addis_Ababa,2023-04-01,132394.78,1,17.3,1.9,190.63,11.7,Groceries,421.6,9,Online,Mobile Transfer
Juba,2024-02-11,95278.7,0,21.6,2.12,166.05,10.1,Groceries,1378.58,9,Online,Mobile Transfer
Juba,2022-08-11,156842.32,0,37.1,4.94,90.11,6.1,Electronics,269.93,10,In-Store,Card Payment
Kigali,2024-02-13,155556.62,1,28.5,2.48,121.61,2.6,Electronics,957.03,1,In-Store,Mobile Transfer
Zanzibar,2024-11-09,183250.7,0,26.9,1.7,106.86,17.7,Groceries,,7,In-Store,Mobile Transfer
Nakuru,2024-07-11,79024.73,0,16.1,1.28,97.1,24.7,Clothing,1141.79,7,In-Store,Cash
Blantyre,2024-04-03,49974.18,0,32.5,3.17,134.57,23.2,nan,976.77,5,nan,Cash
Dar_es_Salaam,2021-12-22,167334.33,1,34.9,4.98,80.72,6.1,Furniture,-429.24,8,In-Store,Mobile Transfer
Chimoio,2023-01-19,80326.45,1,23.6,3.38,154.14,12.0,Groceries,978.31,10,In-Store,Mobile Transfer
Kampala,2021-01-04,,1,31.1,,85.24,12.6,Groceries,-453.41,4,In-Store,Mobile Transfer
Manzini,2022-01-29,24825.31,0,13.0,2.13,137.44,12.3,Groceries,566.46,1,In-Store,Mobile Transfer
Kampala,2022-12-09,52828.57,0,18.0,1.82,85.77,19.8,Electronics,1177.9,4,In-Store,Cash
Lusaka,2022-11-17,116076.14,0,23.1,2.64,160.64,5.7,nan,1159.15,2,In-Store,Card Payment
Lubango,2023-02-12,19441.21,0,10.7,1.45,86.68,22.6,Beverages,1182.63,3,In-Store,Mobile Transfer
Ndola,2022-03-11,170624.49,0,,2.38,121.72,8.6,Electronics,704.82,4,In-Store,Mobile Transfer
Nairobi,2025-07-11,188862.94,1,unknown,2.33,89.03,14.6,Beverages,,7,In-Store,Card Payment
Kabwe,2024-03-24,133317.07,1,,unknown,191.8,15.8,Beverages,515.96,9,In-Store,Cash
Mombasa,2023-07-30,57730.59,0,11.2,,163.55,5.2,Electronics,532.42,4,In-Store,Card Payment
Mombasa,2022-11-14,14369.83,0,14.0,4.65,82.98,,Electronics,149.54,2,Online,Mobile Transfer
Lindi,2022-09-15,109300.34,0,33.3,3.44,121.43,8.9,Clothing,348.2,10,Online,Mobile Transfer
Beira,2021-12-14,,1,21.4,1.54,139.58,17.0,Clothing,1244.35,10,nan,Card Payment
Francistown,2024-02-11,131078.46,1,25.1,2.99,128.72,,Clothing,535.86,4,In-Store,Card Payment
Mombasa,2024-10-17,178304.58,1,36.6,4.48,191.34,22.2,Beverages,909.49,8,In-Store,Mobile Transfer
Mombasa,2021-07-04,40122.57,0,21.3,2.16,175.74,17.7,Furniture,491.62,2,In-Store,
Malindi,2023-01-11,77221.35,1,28.7,4.59,81.99,16.2,Clothing,734.94,8,Online,Card Payment
Chimoio,2023-02-22,177321.17,1,31.0,1.71,90.4,13.8,Groceries,-314.83,5,In-Store,Card Payment
Maputo,,17232.45,0,38.3,,155.16,23.1,Electronics,1362.78,2,In-Store,Cash
Morogoro,2025-05-09,126069.12,0,21.5,4.79,150.48,10.6,Furniture,,8,In-Store,Cash
Chimoio,2022-06-02,unknown,0,39.4,3.76,176.01,2.4,Beverages,996.61,2,In-Store,Mobile Transfer
Zanzibar,2022-12-14,197095.26,0,24.8,3.56,140.73,18.5,Beverages,834.2,4,nan,Card Payment
Nairobi,2022-01-01,65835.37,1,29.6,1.67,128.59,23.2,Beverages,1098.54,,In-Store,Cash
Mbeya,2021-03-31,193586.73,0,20.5,1.75,187.25,11.8,Electronics,-430.25,6,In-Store,Mobile Transfer
Beira,2024-12-15,124110.55,1,19.3,2.58,119.8,9.6,nan,1370.7,3,In-Store,Cash
Dar_es_Salaam,2024-05-08,,0,11.9,1.83,110.34,20.1,Electronics,1159.49,7,In-Store,Cash
Mombasa,2021-12-26,140889.5,0,38.0,4.23,138.26,15.9,Groceries,1167.52,6,In-Store,Card Payment
Livingstone,2022-06-28,unknown,0,14.4,,,9.0,Electronics,434.23,1,In-Store,Mobile Transfer
Maseru,2024-10-25,167106.2,1,25.2,3.03,168.29,23.6,Electronics,1092.65,,In-Store,Mobile Transfer
Gweru,2022-08-02,22899.97,0,12.4,2.56,116.1,12.1,Electronics,650.36,7,In-Store,Card Payment
Zanzibar,unknown,117401.02,0,13.1,4.82,192.01,2.9,Furniture,,1,Online,Card Payment
Kampala,2023-08-14,173441.04,1,30.9,3.55,84.47,12.5,Furniture,1069.84,4,In-Store,
Maseru,2020-12-24,171353.14,1,,2.45,145.88,12.0,Clothing,755.6,4,In-Store,Card Payment
Ndola,2024-04-23,66744.92,0,28.6,2.46,134.71,11.4,Clothing,-345.68,6,In-Store,Card Payment
Lubango,2025-01-23,107000.11,1,20.6,4.3,146.7,6.4,Furniture,129.02,3,In-Store,Cash
Harare,2021-08-04,31616.68,0,21.1,2.82,181.25,20.2,Groceries,744.19,2,In-Store,Card Payment
Nakuru,2024-12-04,146646.17,1,37.7,1.07,109.57,18.1,Beverages,1307.6,3,In-Store,Mobile Transfer
Gaborone,2023-11-14,178170.36,unknown,28.8,4.87,189.75,,Clothing,1366.0,4,In-Store,
Lusaka,2025-07-14,56187.15,0,unknown,1.08,133.8,7.9,nan,1177.82,8,In-Store,Mobile Transfer
Bulawayo,2025-04-19,178016.14,0,37.7,4.37,100.68,5.0,Electronics,8.63,8,Online,Card Payment
Kisumu,2021-01-30,197900.27,1,13.0,2.6,81.6,18.4,Clothing,446.76,1,In-Store,Cash
Kitwe,2022-03-23,174264.57,1,32.7,1.2,151.2,7.1,Furniture,366.78,9,Online,Mobile Transfer
Manzini,2023-02-05,57226.33,0,24.5,4.75,93.47,4.3,Furniture,377.37,4,In-Store,
Lubango,2024-01-22,169570.63,1,12.4,2.85,119.99,4.4,Clothing,-400.43,4,In-Store,Cash
Bujumbura,2025-02-23,171049.26,1,13.9,2.82,125.51,24.6,Beverages,-152.72,4,In-Store,Card Payment
Kisumu,2023-03-03,189819.55,1,18.2,4.2,115.63,12.0,Electronics,-193.48,7,nan,Card Payment
Maseru,2021-02-06,98252.06,0,28.6,3.99,100.59,22.4,Groceries,734.54,2,In-Store,Cash
Mbeya,2023-11-11,170461.19,1,14.9,2.43,139.52,18.6,Beverages,323.6,7,Online,Card Payment
Nampula,2024-05-04,77404.65,,16.7,2.57,156.53,7.5,Groceries,148.78,10,In-Store,Card Payment
Mbabane,2020-08-20,153468.26,1,10.3,3.91,137.31,20.2,nan,387.81,2,In-Store,Cash
Nampula,2024-10-05,57329.81,0,,3.98,102.25,5.2,Electronics,,3,Online,Card Payment
Kitwe,2025-01-22,18965.8,1,27.1,4.0,136.9,unknown,Beverages,1014.94,5,In-Store,Card Payment
Nakuru,2022-07-03,,0,17.8,4.64,199.2,17.2,Electronics,-165.92,1,In-Store,
Mutare,2022-08-12,124726.12,0,12.5,2.43,195.17,8.9,Clothing,-387.73,8,In-Store,
Nairobi,2023-10-10,83140.17,1,35.4,4.37,145.29,20.6,Beverages,801.41,6,In-Store,Cash
,2023-02-24,128187.04,1,16.5,3.96,151.26,11.9,Clothing,,,In-Store,
Bulawayo,2023-06-21,178610.84,0,30.7,,190.28,9.5,Beverages,786.71,3,In-Store,Mobile Transfer
Kampala,2021-05-17,75592.73,unknown,18.9,4.84,188.54,2.6,Clothing,-382.92,,In-Store,Mobile Transfer
Kitwe,2021-08-26,42132.27,1,12.0,1.42,97.7,9.5,Clothing,-5.81,6,In-Store,Card Payment
Gaborone,2024-09-16,97476.92,0,10.2,,84.92,17.4,Electronics,,9,nan,Cash
Mombasa,2024-08-01,75946.32,0,27.3,3.86,133.97,21.3,Beverages,81.35,2,nan,Card Payment
Juba,2024-05-10,83630.07,1,33.7,3.49,,22.1,Furniture,157.71,6,nan,Mobile Transfer
Blantyre,2021-04-02,191608.27,1,33.3,1.43,111.15,15.2,Groceries,490.39,10,In-Store,Card Payment
Gweru,2023-02-21,38049.56,1,32.0,4.91,156.34,19.1,Beverages,540.28,,nan,Mobile Transfer
Kitwe,2023-02-21,138757.61,0,24.3,4.28,152.15,6.7,Furniture,760.2,4,In-Store,Card Payment
Bujumbura,,96199.13,0,16.0,2.71,100.52,24.1,Furniture,163.3,4,In-Store,
Mbeya,2021-07-06,,0,22.9,1.21,112.03,5.1,Electronics,564.04,9,In-Store,Card Payment
Chipata,2025-04-16,146484.14,0,11.1,3.86,153.78,15.5,Furniture,,9,In-Store,Mobile Transfer
Francistown,2023-12-07,189650.58,0,31.2,1.3,175.61,14.4,Electronics,-78.72,8,In-Store,Card Payment
Lilongwe,2023-09-06,56254.46,0,20.0,1.05,110.92,10.1,Groceries,-194.59,8,In-Store,
Morogoro,2020-08-10,unknown,1,38.4,4.42,132.18,16.3,Beverages,1185.13,5,In-Store,Card Payment
Livingstone,2023-06-21,37375.71,1,17.3,2.9,94.23,13.9,Furniture,320.73,3,In-Store,Card Payment
Kafue,2025-06-21,136223.63,1,37.0,3.66,194.88,3.2,Furniture,1193.77,10,Online,Card Payment
Ndola,2021-03-20,124555.23,1,23.8,2.8,192.72,18.9,Clothing,349.38,,In-Store,Card Payment
Lilongwe,2022-03-01,172011.22,1,30.1,4.97,93.24,10.3,Furniture,-456.63,10,In-Store,Mobile Transfer
Eldoret,2022-09-03,10050.71,1,38.4,2.94,98.25,14.4,Clothing,249.75,7,Online,Card Payment
Lindi,2022-08-18,38223.76,0,21.8,1.28,115.75,,Beverages,720.26,,In-Store,
Nampula,2024-10-01,,0,39.2,2.39,191.43,4.3,Clothing,395.11,8,In-Store,Cash
Maputo,2023-01-30,25008.95,1,15.4,1.58,101.12,14.0,Groceries,418.69,2,In-Store,
Maseru,2023-06-16,193259.15,0,16.2,3.59,182.61,10.1,nan,1496.63,,In-Store,Card Payment
Nampula,2023-02-08,151248.31,1,11.2,4.66,128.17,18.2,Groceries,588.25,4,In-Store,Card Payment
Blantyre,2021-11-13,81796.97,1,unknown,1.25,unknown,11.3,Beverages,,4,Online,
Livingstone,2024-03-07,62813.94,0,33.1,3.87,151.83,4.0,Groceries,941.95,9,In-Store,Card Payment
Addis_Ababa,2022-04-23,90681.08,1,18.8,1.8,137.38,24.8,Beverages,-499.66,7,In-Store,Mobile Transfer
Chipata,2024-12-01,31979.68,1,19.8,,196.44,,Groceries,604.92,5,In-Store,Mobile Transfer
Livingstone,2021-02-24,101467.04,1,36.7,1.6,131.24,13.7,Electronics,1426.11,5,Online,Card Payment
Maputo,2024-12-20,89172.41,0,37.4,3.78,143.34,19.6,Clothing,1001.65,7,In-Store,Cash
Mutare,2021-11-07,166780.54,1,15.7,3.48,115.5,4.8,nan,,9,In-Store,Card Payment
,2021-12-02,26974.04,1,33.6,1.36,85.44,10.0,Electronics,229.14,6,nan,Card Payment
